"page_id","token","lemma","position","nameTag","NE","udpipe.feats.Abbr","udpipe.feats.AdpType","udpipe.feats.Animacy","udpipe.feats.Aspect","udpipe.feats.Case","udpipe.feats.Degree","udpipe.feats.Foreign","udpipe.feats.Gender","udpipe.feats.Mood","udpipe.feats.NameType","udpipe.feats.NumForm","udpipe.feats.NumType","udpipe.feats.Number","udpipe.feats.Person","udpipe.feats.Polarity","udpipe.feats.PronType","udpipe.feats.Reflex","udpipe.feats.Tense","udpipe.feats.Variant","udpipe.feats.VerbForm","udpipe.feats.Voice","udpipe.misc.B-ah","udpipe.misc.B-az","udpipe.misc.B-gh","udpipe.misc.B-gl","udpipe.misc.B-gr","udpipe.misc.B-gu","udpipe.misc.B-ic","udpipe.misc.B-mn","udpipe.misc.B-nb","udpipe.misc.B-oa","udpipe.misc.B-pd","udpipe.misc.B-pf","udpipe.misc.B-ps","udpipe.misc.B-td","udpipe.misc.B-tm","udpipe.misc.B-ty","udpipe.misc.I-az","udpipe.misc.I-gu","udpipe.misc.I-ic","udpipe.misc.I-oa","udpipe.misc.I-pd","udpipe.misc.I-pf","udpipe.misc.I-td","udpipe.misc.I-tm","udpipe.misc.SpaceAfter"
"1",",",",","54","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","váha","váha","55","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","182","182","56","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","57","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1","1","58","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","g","gok","59","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","60","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","61","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","680","680","62","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","63","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2015","2015","64","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","keramika","keramika","65","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","66","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","67","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","68","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběr","sběr","69","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Slavík","slavík","70","B-ps","Surname","","","Anim","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","J","J","71","I-ps","Surname","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","72","I-ps","Surname","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","73","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","viz","viz","74","O","","","","","Perf","","","","","Imp","","","","Sing","2","Pos","","","","","Fin","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","75","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NZ","NZ","76","B-A","Complex Address/Number/Time","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","",""
"1","Skuhrov","Skuhrov","77","I-A","Complex Address/Number/Time","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","Yes","","","","","",""
"1","1998","1998","78","I-A","Complex Address/Number/Time","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","No"
"1",",",",","79","I-A","Complex Address/Number/Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloha","poloha","80","I-A","Complex Address/Number/Time","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","81","I-A","Complex Address/Number/Time","","","","","","","","","","","Digit","Card","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","82","I-A","Complex Address/Number/Time","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","83","I-A","Complex Address/Number/Time","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","1739","1739","84","I-A","Complex Address/Number/Time","","","","","","","","","","","Digit","Card","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","85","I-A","Complex Address/Number/Time","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","",""
"1","drobné","drobný","86","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","atypické","atypický","87","O","","","","Inan","","Nom","Pos","","Masc","","","","","Plur","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomky","zlomek","88","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","+","+","89","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","90","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zlomek","zlomek","91","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dna","dno","92","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","93","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","bílé","bílý","94","O","","","","","","Nom","Pos","","Neut","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zboží","zboží","95","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","96","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","97","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","98","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","pol","polovina","99","O","","Yes","","","","","","","Fem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","100","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","15","15","101","B-no","Ordinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","102","I-no","Ordinal number","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","století","století","103","O","","","","","","Gen","","","Neut","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","104","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","váha","váha","105","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","14","14","106","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","107","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","6","6","108","B-nc","Cardinal number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","g","gok","109","B-oe","Measure unit","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","110","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Terénní","terénní","111","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","112","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","obrazová","obrazový","113","O","","","","","","Nom","Pos","","Fem","","","","","Sing","","Pos","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","dokumentace","dokumentace","114","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Obr","obrázek","115","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","116","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","117","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","118","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SKUHROV","Skuhrov","119","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NAD","nad","120","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BĚLOU","Běla","121","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","122","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","123","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","124","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","125","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","126","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Umístění","umístění","1","O","","","","","","Nom","","","Neut","","","","","Sing","","","","","","","Vnoun","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","lokality","lokalita","2","O","","","","","","Gen","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","a","a","3","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","plánek","plánek","4","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","hradu","hrad","5","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","se","s","6","O","","","Voc","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","zákresem","zákres","7","O","","","","Inan","","Ins","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběrů","sběr","8","O","","","","Inan","","Gen","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Obr","obrázek","1","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","3","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SKUHROV","Skuhrov","5","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NAD","nad","6","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BĚLOU","Běla","7","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","8","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","10","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","11","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nálezy","nález","1","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","poloha","poloha","3","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","4","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","př","př","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","8","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","10","B-n_","Number expression (General)","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","678","678","11","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2015","2015","13","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Obr","obrázek","1","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","3","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SKUHROV","Skuhrov","5","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NAD","nad","6","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BĚLOU","Běla","7","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","8","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","10","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","11","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nálezy","nález","1","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","poloha","poloha","3","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","2","2","4","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","př","př","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","8","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","10","B-n_","Number expression (General)","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","679","679","11","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","201","201","13","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Obr","obrázek","1","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","4","4","3","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","4","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SKUHROV","Skuhrov","5","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NAD","nad","6","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BĚLOU","Běla","7","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
"1","hrad","hrad","8","O","","","","Inan","","Nom","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",",",",","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","sběry","sběr","10","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1998","1998","11","B-ty","Year","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","12","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Nálezy","nález","1","O","","","","Inan","","Nom","","","Masc","","","","","Plur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","-","-","2","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","poloha","poloha","3","O","","","","","","Nom","","","Fem","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","4","B-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","(","(","5","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","př","př","6","O","","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","7","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","č","číslo","8","O","","Yes","","","","","","","Neut","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","9","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","A","A","10","B-n_","Number expression (General)","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","680","680","11","I-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","/","/","12","I-n_","Number expression (General)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1","2015","2015","13","I-n_","Number expression (General)","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",")",")","14","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","15","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","V","v","1","O","","","Prep","","","Loc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Rychnově","Rychnov","2","B-gu","Settlement name (City/Town)","","","Inan","","Loc","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","nad","nad","3","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","Kněžnou","Kněžna","4","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
"1","dne","den","5","O","","","","Inan","","Gen","","","Masc","","","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","27","27","6","B-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","No"
"1",".",".","7","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","",""
"1","11","11","8","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","No"
"1",".",".","9","I-T","Complex time expressions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes",""
"1","2015","2015","10","I-T","Complex time expressions","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","",""
"1","PhDr","PhDr","11","B-P","Complex personal names","Yes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","","","No"
"1",".",".","12","I-P","Complex personal names","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Yes","","","",""
"1","Martina","Martina","13","I-P","Complex personal names","","","","","Nom","","","Fem","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","",""
"1","Beková","Beková","14","I-P","Complex personal names","","","","","Nom","","","Fem","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","",""
"1","Bohumír","Bohumír","15","B-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","","",""
"1","Dragoun","Dragoun","16","I-P","Complex personal names","","","Anim","","Nom","","","Masc","","Giv","","","Sing","","","","","","","","","","","","","","","","","","","","","Yes","","","","","","","","","","","",""
"1","Obr","obrázek","17","O","","Yes","","Inan","","","","","Masc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","18","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","1","1","19","B-nb","Volu-metric number","","","","","","","","","","","Digit","Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","No"
"1",".",".","20","O","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","SKUHROV","Skuhrov","21","B-gu","Settlement name (City/Town)","","","Inan","","Nom","","","Masc","","Geo","","","Sing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","NAD","nad","22","I-gu","Settlement name (City/Town)","","Prep","","","Ins","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1","BĚLOU","Běla","23","I-gu","Settlement name (City/Town)","","","","","Ins","","","Fem","","Geo","","","Sing","","","","","","","","","","","Yes","","","","","","","","","","","","","","","","","","","","","",""
